osm_id,ncc_owned,osm_way_id,house_area,house_peri,house_vert,private,house_lati,NATIONALCA,land_area,land_perim,land_verti,land_longi,land_latit,COUNT,house_long,b2lpercent
"230898423","1","230898423","62","34","6",yes,6972138.414699999615550,,60.0000,34.0000,8.0000,-129087.0293,6972141.6254,"2",-129087.9800,"103"
"230898424","1","230898424","49","28","5",yes,6972149.950799999758601,,116.0000,51.0000,14.0000,-129096.8341,6972152.4290,"3",-129094.5600,"42"
"230898425","1","230898425","44","27","5",yes,6972160.254700000397861,,130.0000,55.0000,14.0000,-129094.1127,6972163.3415,"2",-129096.5300,"34"
"230898426","1","230898426","50","29","5",yes,6972172.352599999867380,29268571.0000,153.0000,52.0000,13.0000,-129098.1512,6972175.4018,"2",-129100.3100,"33"
"230909921","0","230909921","48","29","5",no,6972377.950799999758601,29271619.0000,162.0000,63.0000,21.0000,-129038.1393,6972382.0183,"2",-129039.4300,"30"
"230909922","1","230909922","46","27","5",yes,6972415.522900000214577,29281560.0000,150.0000,64.0000,22.0000,-128953.4115,6972419.6062,"2",-128959.2500,"31"
"230909923","1","230909923","62","36","7",yes,6972403.112300000153482,,241.0000,82.0000,22.0000,-128951.6953,6972406.0150,"2",-128952.9800,"26"
"230909924","0","230909924","61","35","6",no,6972388.223100000061095,29281893.0000,227.0000,67.0000,19.0000,-128949.9878,6972391.0846,"1",-128950.5600,"27"
"230909925","1","230909925","45","27","5",yes,6972353.639700000174344,,138.0000,55.0000,24.0000,-129001.7348,6972352.3603,"1",-129004.7400,"33"
"230909926","0","230909926","72","37","13",no,6972358.636900000274181,29275241.0000,164.0000,55.0000,17.0000,-128973.1717,6972353.3225,"2",-128976.3300,"44"
"230909927","1","230909927","54","31","5",yes,6972368.077899999916553,,140.0000,49.0000,18.0000,-128941.2167,6972368.5419,"3",-128944.0800,"39"
"230909928","1","230909928","76","37","7",yes,6972360.849499999545515,,66.0000,35.0000,10.0000,-128955.4294,6972361.2411,"4",-128959.2300,"115"
"230909929","1","230909929","62","32","5",yes,6972346.845499999821186,,189.0000,68.0000,19.0000,-128942.3607,6972348.8354,"3",-128952.6200,"33"
"230909930","1","230909930","65","33","4",yes,6972331.838299999944866,59460591.0000,171.0000,57.0000,14.0000,-128940.1611,6972333.3579,"2",-128950.0200,"38"
"230909932","1","230909932","49","29","10",yes,6972393.046500001102686,,111.0000,50.0000,14.0000,-129017.1973,6972399.7203,"2",-129017.5400,"44"
"230909937","1","230909937","50","30","10",yes,6972402.529099999926984,,108.0000,50.0000,16.0000,-129008.2388,6972408.7733,"2",-129008.7200,"46"
"230909938","1","230909938","48","29","7",yes,6972296.578399999998510,29272807.0000,148.0000,55.0000,18.0000,-129025.4787,6972298.9901,"1",-129025.3900,"32"
"230909939","0","230909939","60","35","12",no,6972308.493599999696016,29272648.0000,158.0000,61.0000,19.0000,-129029.9277,6972312.1094,"2",-129032.7600,"38"
"230909940","1","230909940","58","33","7",yes,6972333.498100000433624,,135.0000,48.0000,21.0000,-129034.9064,6972336.6581,"2",-129036.7600,"43"
"230909941","1","230909941","49","29","7",yes,6972411.712199999950826,29273643.0000,129.0000,52.0000,13.0000,-128998.6796,6972415.0256,"2",-128999.9400,"38"
"230909942","0","230909942","46","29","5",no,6972430.405100000090897,29274761.0000,130.0000,50.0000,15.0000,-128981.1566,6972435.8449,"2",-128984.4100,"35"
"230909943","1","230909943","68","36","7",yes,6972437.064200000837445,,61.0000,34.0000,7.0000,-128966.2615,6972440.0951,"4",-128967.9500,"111"
"230994762","1","230994762","44","26","5",yes,6972403.868099999614060,29287886.0000,156.0000,64.0000,26.0000,-128843.1820,6972401.4860,"2",-128845.9000,"28"
"230994763","1","230994763","66","33","6",yes,6972569.412899999879301,29311134.0000,314.0000,81.0000,20.0000,-128483.6492,6972573.7824,"2",-128489.3800,"21"
"230994764","0","230994764","77","38","8",no,6972482.350200000219047,29288910.0000,202.0000,55.0000,16.0000,-128827.0953,6972487.3409,"2",-128827.9200,"38"
"230994765","1","230994765","73","37","13",yes,6972434.839100000448525,29291932.0000,184.0000,64.0000,21.0000,-128792.6758,6972434.4691,"3",-128797.1100,"40"
"230994766","1","230994766","43","27","5",yes,6972552.939600000157952,29305506.0000,162.0000,56.0000,12.0000,-128571.6425,6972555.8439,"3",-128574.0600,"27"
"230994767","1","230994767","64","34","6",yes,6972442.102800000458956,,63.0000,35.0000,6.0000,-128943.5207,6972446.3166,"3",-128945.8400,"102"
"230994768","1","230994768","63","34","7",yes,6972476.011400000192225,,63.0000,35.0000,7.0000,-128720.2400,6972479.4211,"4",-128721.4100,"100"
"230994769","1","230994769","92","43","16",yes,6972508.721499999985099,29309445.0000,204.0000,69.0000,18.0000,-128510.0846,6972510.2443,"3",-128514.8900,"45"
"230994770","1","230994770","51","30","5",yes,6972440.189600000157952,29290572.0000,107.0000,43.0000,11.0000,-128815.2511,6972441.6659,"2",-128810.9400,"48"
"230994771","0","230994771","57","32","9",no,6972553.726400000043213,55163349.0000,105.0000,45.0000,10.0000,-128559.6295,6972560.2977,"2",-128560.8000,"54"
"230994772","1","230994772","49","29","4",yes,6972447.625000000000000,29282269.0000,138.0000,48.0000,14.0000,-128930.3047,6972457.3420,"3",-128931.7200,"36"
"230994774","1","230994774","49","29","5",yes,6972424.797199999913573,,112.0000,43.0000,11.0000,-128812.6519,6972426.9155,"2",-128808.1600,"44"
"230994775","0","230994775","62","35","6",no,6972518.485600000247359,29305771.0000,190.0000,67.0000,17.0000,-128577.5511,6972522.4636,"2",-128582.3200,"33"
"230994776","1","230994776","62","34","6",yes,6972487.578300000168383,,60.0000,34.0000,7.0000,-128722.4115,6972491.2308,"4",-128723.9100,"103"
"230994777","0","230994777","49","29","4",no,6972409.698699999600649,29291309.0000,123.0000,48.0000,13.0000,-128808.3631,6972411.9756,"2",-128805.4300,"40"
"230994778","1","230994778","51","30","6",yes,6972450.495799999684095,29283126.0000,135.0000,50.0000,14.0000,-128915.8018,6972461.7315,"3",-128915.8400,"38"
"230994779","0","230994779","62","35","8",no,6972503.063400000333786,29305935.0000,206.0000,69.0000,17.0000,-128574.9949,6972507.3530,"2",-128579.6100,"30"
"230994780","1","230994780","76","39","13",yes,6972485.899699999019504,29305986.0000,209.0000,71.0000,21.0000,-128576.6446,6972491.4170,"2",-128580.0200,"36"
"230994781","1","230994781","56","31","5",yes,6972461.634499999694526,,153.0000,53.0000,16.0000,-128901.6552,6972464.7179,"2",-128904.3800,"37"
"230994782","1","230994782","50","29","4",yes,6972464.439299998804927,29284922.0000,146.0000,50.0000,14.0000,-128886.9183,6972468.5600,"2",-128888.8600,"34"
"230994783","1","230994783","51","30","5",yes,6972461.172799999825656,,149.0000,52.0000,12.0000,-128588.7305,6972463.1179,"1",-128591.4100,"34"
"230994784","1","230994784","49","29","5",yes,6972383.497600000351667,,139.0000,45.0000,33.0000,-128803.1068,6972385.9863,"1",-128803.3100,"35"
"230994785","1","230994785","45","27","4",yes,6972409.934200000017881,29295268.0000,90.0000,41.0000,12.0000,-128739.1519,6972412.1462,"2",-128740.5300,"50"
"230994786","1","230994786","53","30","7",yes,6972472.292700000107288,29305256.0000,131.0000,54.0000,17.0000,-128578.5272,6972471.0246,"2",-128578.7100,"40"
"230994787","1","230994787","51","28","5",yes,6972389.396300000138581,,195.0000,67.0000,15.0000,-128645.9172,6972392.6631,"2",-128645.4200,"26"
"230994789","1","230994789","65","34","6",yes,6972512.166300000622869,,60.0000,34.0000,7.0000,-128712.1170,6972515.4879,"4",-128712.8400,"108"
"230994790","1","230994790","68","35","6",yes,6972466.274099999107420,,60.0000,34.0000,6.0000,-128870.9534,6972469.7590,"4",-128872.5500,"113"
"230994791","1","230994791","43","26","5",yes,6972402.550400000065565,,87.0000,41.0000,14.0000,-128732.1063,6972404.6752,"1",-128733.9000,"49"
"230994792","1","230994792","47","28","4",yes,6972391.430700000375509,29301779.0000,139.0000,59.0000,11.0000,-128632.2859,6972392.0105,"2",-128634.1800,"34"
"230994793","1","230994793","38","25","4",yes,6972476.908599999733269,29307054.0000,120.0000,44.0000,12.0000,-128546.1451,6972477.7702,"2",-128551.7600,"32"
"230994794","1","230994794","66","33","5",yes,6972452.025299999862909,29286547.0000,97.0000,39.0000,10.0000,-128861.0988,6972456.4509,"1",-128868.0300,"68"
"230994795","1","230994795","42","28","5",yes,6972395.243300000205636,,92.0000,54.0000,14.0000,-128623.7553,6972393.9174,"2",-128625.7400,"46"
"230994796","1","230994796","64","34","7",yes,6972520.227099999785423,,61.0000,34.0000,6.0000,-128690.7880,6972524.1894,"4",-128691.8700,"105"
"230994797","1","230994797","66","36","8",yes,6972476.884499999694526,29307054.0000,120.0000,44.0000,12.0000,-128546.1451,6972477.7702,"2",-128538.2800,"55"
"230994798","1","230994798","43","28","4",yes,6972396.531200000084937,29303121.0000,133.0000,54.0000,12.0000,-128614.2038,6972395.8855,"2",-128618.7500,"32"
"230994799","1","230994799","45","27","5",yes,6972567.617200000211596,,117.0000,50.0000,10.0000,-128501.0010,6972573.8318,"2",-128501.6600,"38"
"230994800","1","230994800","45","29","8",yes,6972517.949799999594688,29302237.0000,140.0000,56.0000,15.0000,-128635.7222,6972521.4827,"2",-128636.6700,"32"
"230994801","1","230994801","59","32","9",yes,6972483.688099999912083,,110.0000,51.0000,15.0000,-128810.9374,6972489.9373,"2",-128814.1200,"54"
"230994802","1","230994802","48","28","5",yes,6972380.517099999822676,,92.0000,43.0000,14.0000,-128729.2228,6972375.3843,"3",-128731.1900,"52"
"230994804","1","230994804","68","34","6",yes,6972442.526800001040101,29308921.0000,211.0000,64.0000,10.0000,-128516.0998,6972444.5523,"3",-128517.6900,"32"
"230994805","1","230994805","63","34","7",yes,6972508.672899999655783,,62.0000,34.0000,6.0000,-128688.4693,6972511.8447,"4",-128689.6900,"102"
"230994807","1","230994807","55","30","5",yes,6972373.106100000441074,,63.0000,35.0000,11.0000,-128741.9596,6972373.2570,"3",-128740.9400,"87"
"230994809","1","230994809","67","35","7",yes,6972438.249900000169873,,60.0000,35.0000,8.0000,-128529.2352,6972441.8784,"4",-128529.9300,"112"
"230994811","1","230994811","62","34","7",yes,6972497.071700000204146,,61.0000,34.0000,7.0000,-128686.4802,6972500.5653,"4",-128687.5800,"102"
"230994812","1","230994812","55","30","4",yes,6972365.069899999536574,,60.0000,34.0000,9.0000,-128751.3372,6972364.9436,"4",-128749.8700,"92"
"230994813","1","230994813","62","34","6",yes,6972485.555700000375509,,62.0000,35.0000,7.0000,-128684.2599,6972488.3089,"2",-128685.5400,"100"
"230994814","1","230994814","43","26","5",yes,6972427.277099999599159,29306745.0000,111.0000,48.0000,11.0000,-128550.6807,6972428.7481,"2",-128551.9900,"39"
"230994815","1","230994815","55","30","4",yes,6972357.034599999897182,,60.0000,35.0000,10.0000,-128759.7355,6972357.5422,"4",-128758.8100,"92"
"230994816","1","230994816","46","27","4",yes,6972425.444199999794364,,107.0000,47.0000,10.0000,-128560.7096,6972427.0109,"3",-128562.0900,"43"
"230994817","1","230994817","55","30","4",yes,6972348.998699999414384,,59.0000,34.0000,8.0000,-128769.0518,6972349.3481,"4",-128767.7400,"93"
"230994818","1","230994818","62","35","8",yes,6972423.895700000226498,,62.0000,35.0000,8.0000,-128571.7500,6972427.2326,"4",-128572.9200,"100"
"230994819","1","230994819","70","34","5",yes,6972342.216500001028180,57677446.0000,111.0000,63.0000,20.0000,-128778.1031,6972346.0518,"4",-128777.8100,"63"
"230994821","1","230994821","64","35","7",yes,6972421.699599999934435,,61.0000,35.0000,7.0000,-128584.3793,6972424.9340,"3",-128585.5900,"105"
"230994822","1","230994822","75","37","8",yes,6972428.798100000247359,,65.0000,35.0000,6.0000,-128704.1737,6972432.1211,"2",-128705.2100,"115"
"230994823","0","230994823","50","28","5",no,6972565.741600000299513,29308997.0000,118.0000,50.0000,11.0000,-128511.1453,6972571.5343,"2",-128512.1800,"42"
"230994824","0","230994824","53","31","7",no,6972527.310200000181794,29301734.0000,173.0000,57.0000,14.0000,-128642.4543,6972534.2302,"2",-128638.7800,"31"
"230994825","1","230994825","77","36","8",yes,6972392.136099998839200,29286052.0000,203.0000,69.0000,23.0000,-128870.7929,6972395.9021,"2",-128874.0600,"38"
"230994826","1","230994826","49","29","9",yes,6972485.683199999853969,57097672.0000,132.0000,54.0000,13.0000,-128800.6265,6972489.9274,"2",-128802.2600,"37"
"230994827","1","230994827","68","33","5",yes,6972334.284300000406802,29292688.0000,105.0000,69.0000,15.0000,-128786.2064,6972334.6029,"3",-128786.6300,"65"
"230994828","1","230994828","49","28","5",yes,6972320.351900000125170,61200932.0000,135.0000,56.0000,16.0000,-128791.9780,6972318.8656,"3",-128789.9300,"36"
"230994829","1","230994829","63","35","6",yes,6972450.001699999906123,,65.0000,35.0000,6.0000,-128628.3615,6972453.2287,"4",-128629.1200,"97"
"230994830","1","230994830","56","30","4",yes,6972446.918899999000132,,61.0000,35.0000,6.0000,-128640.8278,6972450.8319,"4",-128641.2500,"92"
"230994831","1","230994831","62","34","6",yes,6972443.420299999415874,,61.0000,35.0000,7.0000,-128664.2133,6972446.5386,"2",-128665.4900,"102"
"230994832","0","230994832","66","36","11",no,6972539.502899999730289,29302502.0000,205.0000,85.0000,20.0000,-128628.6940,6972543.7591,"2",-128625.5700,"32"
"230994833","1","230994833","85","42","14",yes,6972395.380900000222027,,213.0000,76.0000,29.0000,-128884.6007,6972394.7811,"3",-128892.0300,"40"
"230994834","1","230994834","47","28","5",yes,6972565.076299999840558,29308348.0000,148.0000,50.0000,13.0000,-128524.1452,6972570.3206,"3",-128525.0800,"32"
"230994836","0","230994836","43","28","6",no,6972303.245300000533462,29284586.0000,115.0000,47.0000,15.0000,-128899.0373,6972301.8579,"2",-128896.0700,"37"
"230994837","0","230994837","47","29","4",no,6972540.921199999749660,29303099.0000,139.0000,51.0000,12.0000,-128609.8304,6972547.9998,"2",-128610.9300,"34"
"230994838","1","230994838","49","31","6",yes,6972494.842400000430644,,206.0000,65.0000,14.0000,-128773.7097,6972495.6613,"2",-128776.3500,"24"
"230994839","0","230994839","43","28","8",no,6972323.687699999660254,57502327.0000,108.0000,48.0000,11.0000,-128902.9000,6972322.0775,"2",-128900.2800,"40"
"230994840","1","230994840","44","29","8",yes,6972333.499800000339746,29284273.0000,115.0000,50.0000,18.0000,-128904.8561,6972332.3003,"2",-128902.1900,"38"
"230994841","1","230994841","47","29","8",yes,6972343.541199999861419,,129.0000,57.0000,15.0000,-128908.8551,6972342.0077,"2",-128904.0000,"36"
"230994842","1","230994842","50","29","9",yes,6972353.818699999712408,,155.0000,69.0000,19.0000,-128912.4617,6972354.0926,"3",-128905.7400,"32"
"230994843","1","230994843","70","37","6",yes,6972367.245699998922646,,64.0000,35.0000,6.0000,-128905.1993,6972366.3589,"2",-128905.0100,"109"
"230994844","1","230994844","55","30","6",yes,6972346.985500000417233,29285218.0000,131.0000,55.0000,13.0000,-128882.2617,6972357.5551,"1",-128883.0100,"42"
"230994845","0","230994845","54","30","4",no,6972348.763899999670684,29286194.0000,188.0000,59.0000,18.0000,-128869.3535,6972360.1483,"2",-128870.2500,"29"
"230994846","1","230994846","60","33","7",yes,6972390.102500000037253,,63.0000,35.0000,8.0000,-128905.4183,6972393.6563,"2",-128907.8900,"95"
"230994847","1","230994847","60","33","8",yes,6972543.355100000277162,,61.0000,33.0000,8.0000,-128596.3786,6972547.6723,"3",-128598.0700,"98"
"230994849","1","230994849","49","29","6",yes,6972495.087100000120699,29294083.0000,251.0000,64.0000,25.0000,-128757.4211,6972499.3216,"2",-128763.7100,"20"
"230994850","1","230994850","74","36","8",yes,6972351.380800000391901,,104.0000,42.0000,17.0000,-128834.6434,6972355.8517,"3",-128839.4400,"71"
"230994851","1","230994851","59","33","7",yes,6972453.316300000064075,,58.0000,33.0000,7.0000,-128712.5112,6972456.4904,"4",-128714.0800,"102"
"230994852","1","230994852","75","39","13",yes,6972541.355000001378357,29307958.0000,203.0000,68.0000,23.0000,-128541.2844,6972541.3732,"2",-128538.3800,"37"
"230994853","1","230994853","51","29","4",yes,6972404.625400000251830,,180.0000,59.0000,19.0000,-128915.3574,6972406.6154,"3",-128911.1400,"28"
"230994854","0","230994854","112","42","6",no,6972439.945799999870360,29294456.0000,276.0000,73.0000,18.0000,-128751.7761,6972443.3244,"2",-128753.0100,"41"
"230994855","1","230994855","49","29","4",yes,6972437.478699999861419,29293433.0000,162.0000,55.0000,16.0000,-128767.6396,6972438.9587,"2",-128769.2300,"30"
"230994856","1","230994856","54","30","4",yes,6972419.771900000050664,29283829.0000,215.0000,73.0000,24.0000,-128916.9549,6972423.1395,"2",-128913.8800,"25"
"230994857","1","230994857","51","29","4",yes,6972524.318099999800324,,184.0000,67.0000,12.0000,-128540.2331,6972526.4784,"3",-128536.2100,"28"
"230994858","1","230994858","64","34","8",yes,6972464.241200000047684,,62.0000,34.0000,8.0000,-128718.1609,6972467.4446,"4",-128719.2100,"103"
"230994859","1","230994859","57","30","6",yes,6972436.384200000204146,,120.0000,64.0000,18.0000,-128779.2922,6972435.6826,"2",-128782.8700,"48"
"230994860","0","230994860","75","38","8",no,6972436.896399999968708,29283757.0000,182.0000,66.0000,22.0000,-128916.3279,6972438.0999,"2",-128915.9400,"41"
"230994861","1","230994861","64","34","6",yes,6972508.517300000414252,,106.0000,45.0000,9.0000,-128529.6114,6972507.4299,"2",-128532.4600,"60"
"230994865","0","230994865","82","38","6",no,6972417.310300000011921,29304035.0000,260.0000,64.0000,10.0000,-128599.4477,6972414.2298,"1",-128600.3400,"32"
"231000782","0","231000782","55","31","4",no,6972348.319699999876320,29311024.0000,122.0000,56.0000,10.0000,-128491.2403,6972352.5962,"2",-128485.9600,"45"
"231000783","1","231000783","54","30","5",yes,6972286.260700000450015,29312452.0000,125.0000,53.0000,11.0000,-128456.4685,6972285.0995,"3",-128456.8500,"43"
"231000784","0","231000784","54","30","4",no,6972285.711799999698997,52158144.0000,118.0000,54.0000,8.0000,-128447.0402,6972284.5708,"3",-128447.1500,"46"
"231000785","0","231000785","54","30","5",no,6972285.176400000229478,29313721.0000,124.0000,54.0000,13.0000,-128437.6882,6972283.6429,"3",-128437.4600,"44"
"231000786","1","231000786","44","27","4",yes,6972287.378499999642372,29314499.0000,123.0000,48.0000,9.0000,-128426.5969,6972286.2064,"3",-128426.2900,"36"
"231000787","1","231000787","45","27","4",yes,6972286.728500000201166,52158511.0000,1131.0000,351.0000,78.0000,-128449.4635,6972297.5693,"3",-128414.0000,"4"
"231000788","1","231000788","44","27","4",yes,6972286.035799998790026,,128.0000,49.0000,9.0000,-128401.7219,6972284.5449,"2",-128401.6700,"34"
"231000789","1","231000789","44","27","4",yes,6972285.333100000396371,29321731.0000,137.0000,50.0000,9.0000,-128389.3257,6972283.0186,"2",-128389.3500,"32"
"231000790","0","231000790","53","30","4",no,6972304.263100000098348,29315900.0000,133.0000,58.0000,14.0000,-128415.0471,6972307.8126,"2",-128419.4300,"40"
"231000791","1","231000791","60","32","5",yes,6972322.369900000281632,,146.0000,66.0000,18.0000,-128417.8873,6972317.2290,"3",-128423.7600,"41"
"231000792","0","231000792","57","31","5",no,6972338.801099999807775,29311075.0000,141.0000,59.0000,18.0000,-128492.5176,6972343.3020,"2",-128486.6400,"40"
"231000793","0","231000793","58","32","4",no,6972332.041000000201166,29315648.0000,158.0000,60.0000,13.0000,-128419.4213,6972337.1925,"2",-128423.0800,"37"
"231000794","0","231000794","57","31","5",no,6972329.476599999703467,29310970.0000,130.0000,58.0000,14.0000,-128494.1901,6972333.7789,"2",-128491.8400,"44"
"231000795","1","231000795","50","28","5",yes,6972309.252799999900162,57967771.0000,152.0000,57.0000,14.0000,-128500.6076,6972314.0566,"3",-128500.9400,"33"
"231000796","1","231000796","50","28","4",yes,6972297.223600000143051,29309622.0000,117.0000,46.0000,9.0000,-128508.8928,6972302.1516,"3",-128501.7800,"43"
"231000797","0","231000797","56","31","5",no,6972286.147300000302494,29310007.0000,211.0000,57.0000,12.0000,-128502.9258,6972284.0316,"1",-128500.5000,"27"
"231000798","1","231000798","46","27","4",yes,6972285.271800000220537,,105.0000,46.0000,10.0000,-128485.3618,6972284.4482,"4",-128486.5400,"44"
"231000799","1","231000799","78","40","12",yes,6972284.104000001214445,29311814.0000,161.0000,60.0000,20.0000,-128472.4306,6972284.6383,"3",-128471.3100,"48"
"231002685","0","231002685","58","32","4",no,6972405.322200001217425,29312947.0000,109.0000,51.0000,10.0000,-128460.7138,6972409.2996,"1",-128459.3900,"53"
"231002686","1","231002686","48","28","5",yes,6972352.592500000260770,,110.0000,45.0000,16.0000,-128375.4168,6972355.2679,"3",-128376.0300,"44"
"231002688","1","231002688","46","27","5",yes,6972356.092299999669194,29321730.0000,105.0000,47.0000,11.0000,-128388.0926,6972354.3872,"2",-128388.2900,"44"
"231002689","0","231002689","47","27","4",no,6972357.814699999988079,29315281.0000,123.0000,47.0000,9.0000,-128412.7726,6972357.8198,"2",-128412.9900,"38"
"231002690","0","231002690","47","27","4",no,6972358.664900000207126,29314520.0000,118.0000,46.0000,11.0000,-128425.0950,6972358.6620,"3",-128425.1700,"40"
"231002691","0","231002691","84","41","12",no,6972360.274799999780953,29313745.0000,160.0000,60.0000,16.0000,-128442.4491,6972360.2958,"2",-128440.7200,"53"
"231002693","0","231002693","53","31","5",no,6972358.327000000514090,29312567.0000,116.0000,52.0000,10.0000,-128454.4559,6972359.3348,"1",-128454.7700,"46"
"231002695","1","231002695","58","32","4",yes,6972358.974100000225008,,110.0000,50.0000,11.0000,-128463.8353,6972360.5734,"2",-128464.1000,"53"
"231002696","1","231002696","57","32","6",yes,6972414.696600000374019,,110.0000,50.0000,11.0000,-128463.1003,6972418.7826,"2",-128458.6100,"52"
"231002698","1","231002698","49","28","4",yes,6972425.641200000420213,,136.0000,52.0000,11.0000,-128462.4732,6972429.5357,"2",-128457.8300,"36"
"231002699","0","231002699","55","31","4",no,6972403.508000000379980,29321403.0000,118.0000,52.0000,12.0000,-128402.7076,6972407.2879,"2",-128406.2100,"47"
"231002700","1","231002700","54","31","5",yes,6972384.622000000439584,29315818.0000,285.0000,158.0000,35.0000,-128410.5302,6972374.5479,"3",-128404.9700,"19"
"231002701","0","231002701","54","31","4",no,6972375.534899999387562,29322547.0000,170.0000,69.0000,19.0000,-128394.7864,6972378.6158,"2",-128405.6500,"32"
"231002703","1","231002703","46","27","4",yes,6972351.704400000162423,29323588.0000,110.0000,44.0000,17.0000,-128363.1953,6972354.2415,"2",-128363.3200,"42"
"231002705","0","231002705","44","27","4",no,6972434.070000000298023,29314714.0000,152.0000,55.0000,14.0000,-128421.3933,6972435.0034,"1",-128421.3900,"29"
"231025456","1","231025456","80","40","12",yes,6972435.013000000268221,,146.0000,54.0000,11.0000,-128433.9854,6972436.1899,"2",-128436.6000,"55"
"231025457","1","231025457","42","27","5",yes,6972226.373499999754131,,48.0000,29.0000,6.0000,-128525.9344,6972230.5340,"1",-128526.9400,"88"
"231025458","1","231025458","56","31","4",yes,6972427.946999999694526,29324875.0000,120.0000,54.0000,15.0000,-128340.9543,6972428.5136,"3",-128340.8300,"47"
"231025459","0","231025459","51","29","6",no,6972314.077700000256300,,,,,,,"0",-128267.9900,
"231025460","1","231025460","67","36","6",yes,6972424.794400000013411,,63.0000,34.0000,6.0000,-128281.2619,6972428.4163,"8",-128281.1600,"106"
"231025461","1","231025461","67","35","6",yes,6972432.986899999901652,,61.0000,34.0000,7.0000,-128311.1532,6972436.5968,"9",-128312.0200,"110"
"231025462","1","231025462","66","35","6",yes,6972421.494199999608099,,62.0000,34.0000,7.0000,-128311.9076,6972425.3389,"8",-128312.6500,"106"
"231025463","1","231025463","68","36","6",yes,6972397.592199999839067,,63.0000,34.0000,9.0000,-128313.4392,6972401.5113,"2",-128314.1700,"108"
"231025464","1","231025464","71","36","6",yes,6972360.127600000239909,,62.0000,34.0000,8.0000,-128321.6877,6972364.0717,"4",-128321.7800,"115"
"231025465","1","231025465","72","37","6",yes,6972348.577600000426173,,62.0000,34.0000,6.0000,-128322.4348,6972352.6546,"2",-128322.5000,"116"
"231025466","1","231025466","65","34","6",yes,6972382.464200000278652,,62.0000,34.0000,6.0000,-128264.1298,6972385.4918,"2",-128264.3000,"105"
"231025467","1","231025467","58","34","9",yes,6972241.061800000257790,,64.0000,35.0000,9.0000,-128525.4129,6972245.4198,"3",-128526.8000,"91"
"231025468","1","231025468","53","30","6",yes,6972433.448799999430776,,116.0000,52.0000,11.0000,-128410.2389,6972434.0857,"4",-128410.4900,"46"
"231025469","0","231025469","56","30","5",no,6972307.731100000441074,,,,,,,"0",-128320.5800,
"231025470","1","231025470","53","30","4",yes,6972432.820499999448657,29315836.0000,112.0000,51.0000,9.0000,-128400.7529,6972433.4359,"4",-128401.1300,"47"
"231025471","1","231025471","64","34","6",yes,6972394.794900000095367,,64.0000,34.0000,6.0000,-128263.3120,6972398.0103,"4",-128263.4700,"100"
"231025472","0","231025472","53","30","4",no,6972432.180100000463426,29321350.0000,113.0000,51.0000,11.0000,-128391.2784,6972432.8846,"2",-128391.7500,"47"
"231025473","1","231025473","64","34","6",yes,6972405.770399999804795,,62.0000,34.0000,6.0000,-128262.5921,6972409.2980,"6",-128262.7700,"103"
"231025474","0","231025474","67","33","5",no,6972335.074900000356138,,,,,,,"0",-128275.3800,
"231025475","1","231025475","56","31","4",yes,6972430.223500000312924,29322502.0000,105.0000,49.0000,10.0000,-128378.4035,6972432.1291,"2",-128378.9400,"53"
"231025476","0","231025476","56","31","4",no,6972429.656799999997020,61275692.0000,121.0000,53.0000,9.0000,-128369.2107,6972430.2068,"2",-128369.4100,"46"
"231025477","1","231025477","64","34","6",yes,6972417.974799999967217,,65.0000,34.0000,7.0000,-128261.7378,6972421.8614,"7",-128261.9200,"98"
"231025478","1","231025478","56","31","4",yes,6972429.087399999611080,,118.0000,53.0000,10.0000,-128359.7845,6972429.6513,"4",-128359.8800,"47"
"231025479","1","231025479","56","31","4",yes,6972428.514800000004470,29324292.0000,120.0000,53.0000,17.0000,-128350.4039,6972429.1628,"4",-128350.3500,"47"
"231025480","1","231025480","65","35","6",yes,6972428.993300000205636,29330404.0000,303.0000,101.0000,16.0000,-128279.8938,6972433.8863,"5",-128261.2600,"21"
"231025481","0","231025481","61","31","5",no,6972308.155899999663234,,,,,,,"0",-128280.2300,
"231596179","0","231596179","64","33","4",no,6971867.399100000038743,,,,,,,"0",-128407.2600,
"231596180","0","231596180","44","28","6",no,6971816.568900000303984,62380382.0000,85.0000,45.0000,10.0000,-128430.0381,6971816.1208,"1",-128420.2100,"52"
"231596181","0","231596181","44","28","4",no,6971809.255300000309944,62380382.0000,85.0000,45.0000,10.0000,-128430.0381,6971816.1208,"1",-128423.9600,"52"
"231596182","0","231596182","50","30","5",no,6971885.074799999594688,58208314.0000,143.0000,55.0000,10.0000,-128397.7371,6971894.8422,"1",-128389.8700,"35"
"231596183","0","231596183","50","30","5",no,6971900.040199999697506,,,,,,,"0",-128381.8000,
"231596184","0","231596184","42","26","5",no,6971830.284799999557436,,,,,,,"0",-128473.3600,
"231596185","0","231596185","50","30","4",no,6971907.425300000235438,,,,,,,"0",-128377.9000,
"231596186","0","231596186","48","29","4",no,6971833.593700000084937,,,,,,,"0",-128461.3000,
"231596187","0","231596187","54","30","5",no,6971858.057599999941885,58292281.0000,81.0000,42.0000,9.0000,-128446.0705,6971865.4010,"2",-128446.6700,"67"
"231596188","0","231596188","46","29","4",no,6971843.957399998791516,,,,,,,"0",-128415.2500,
"231596189","0","231596189","47","29","6",no,6971864.083200000226498,,,,,,,"0",-128431.4800,
"231596190","0","231596190","46","29","5",no,6971836.168899999931455,,,,,,,"0",-128413.4700,
